well_id,original
10964,2.5480000972747803
10965,2.8480000495910645
10966,5.3979997634887695
10972,6.184000015258789
10973,4.006999969482422
10980,0.07599999755620956
10981,3.3369998931884766
10988,-0.0
10989,4.2270002365112305
10996,5.703999996185303
10997,3.809999942779541
11004,5.267000198364258
11005,3.4130001068115234
11012,6.4039998054504395
11013,2.3259999752044678
11020,6.728000164031982
11021,0.24400000274181366
11028,5.795000076293945
11036,1.972000002861023
11044,2.6110000610351562
11045,6.386000156402588
11052,3.9769999980926514
11053,5.890999794006348
11060,6.728000164031982
11061,7.855999946594238
11063,3.197999954223633
11064,2.184000015258789
11065,4.545000076293945
11068,3.4839999675750732
11069,8.581999778747559
11070,5.89900016784668
11071,4.598999977111816
11072,3.624000072479248
11073,2.990999937057495
11076,3.2130000591278076
11077,8.159000396728516
11078,6.322000026702881
11079,2.371999979019165
11080,4.223999977111816
11081,4.956999778747559
11084,0.003000000026077032
11085,1.7929999828338623
11086,6.089000225067139
11087,3.132999897003174
11088,4.140999794006348
11092,0.014000000432133675
11095,3.4100000858306885
11096,5.105999946594238
11097,4.813000202178955
11100,1.8910000324249268
11101,2.3299999237060547
11103,3.010999917984009
11104,2.5350000858306885
11105,3.6589999198913574
11108,3.749000072479248
11109,1.9420000314712524
11111,3.8359999656677246
11112,2.055999994277954
11113,3.8989999294281006
11116,2.8420000076293945
11117,0.367000013589859
11119,-0.02500000037252903
11120,4.724999904632568
11121,0.8220000267028809
11124,4.9720001220703125
11126,1.187000036239624
11127,3.2239999771118164
11128,3.687000036239624
11129,2.002000093460083
11132,3.993000030517578
11134,0.8029999732971191
11135,3.5799999237060547
11136,3.0739998817443848
11140,0.9750000238418579
11141,0.41600000858306885
11142,3.4630000591278076
11143,-0.03500000014901161
11144,4.504000186920166
11148,7.000999927520752
11149,3.009000062942505
11150,3.322999954223633
11151,3.1080000400543213
11156,3.250999927520752
11166,2.5380001068115234
11172,2.5889999866485596
11174,2.4189999103546143
11180,2.3320000171661377
11181,2.865000009536743
11182,2.9649999141693115
11189,-0.0010000000474974513
11190,1.5169999599456787
11197,6.105000019073486
11198,2.9779999256134033
11204,6.573999881744385
11206,6.895999908447266
11212,7.7129998207092285
11214,8.767999649047852
11222,6.752999782562256
11228,-0.13500000536441803
11236,1.1690000295639038
11244,3.319000005722046
11245,-0.16899999976158142
11255,7.315000057220459
11256,5.355999946594238
11257,2.3450000286102295
11261,-0.25
11262,7.084000110626221
11263,6.973999977111816
11264,4.144999980926514
11269,4.886000156402588
11271,2.821000099182129
11272,0.9610000252723694
11276,4.76800012588501
11277,3.6470000743865967
11279,1.2419999837875366
11280,1.86899995803833
11281,3.9820001125335693
11284,8.017000198364258
11286,2.8459999561309814
11287,3.4170000553131104
11288,1.7359999418258667
11289,3.763000011444092
11292,9.715999603271484
11293,7.8429999351501465
11294,4.940000057220459
11295,1.7380000352859497
11296,3.0199999809265137
11297,2.2149999141693115
11300,4.623000144958496
11302,2.1640000343322754
11303,3.3610000610351562
11305,4.795000076293945
11308,0.20399999618530273
11309,8.48900032043457
11311,2.0309998989105225
11312,2.188999891281128
11318,6.414000034332275
11319,1.1100000143051147
11320,4.960000038146973
11326,5.741000175476074
11327,2.878999948501587
11328,2.065000057220459
11334,2.7300000190734863
11335,3.877000093460083
11336,3.6600000858306885
11342,6.059999942779541
11343,4.348999977111816
11344,3.4210000038146973
13393,2.697999954223633
13394,2.9649999141693115
13401,6.744999885559082
13409,1.9160000085830688
13417,3.3320000171661377
13418,3.7639999389648438
13425,5.827000141143799
13433,7.485000133514404
13434,2.1600000858306885
13441,6.382999897003174
13449,7.604000091552734
13457,7.71999979019165
13489,1.9550000429153442
13497,0.3970000147819519
13513,4.395999908447266
13521,5.002999782562256
13529,4.341000080108643
13545,0.8149999976158142
13873,6.258999824523926
13881,1.3079999685287476
13889,2.434999942779541
14065,8.73799991607666
14073,6.433000087738037
14081,3.3510000705718994
126426391,3.9110000133514404
126426393,6.026000022888184
126426407,4.8470001220703125
126426409,5.848999977111816
126426411,5.59499979019165
126426423,5.763000011444092
126426425,5.433000087738037
126426427,6.223999977111816
126426439,5.24399995803833
126426441,6.918000221252441
126426443,-0.765999972820282
126426455,4.300000190734863
126426457,6.327000141143799
126426471,3.7950000762939453
126426473,2.7690000534057617
126426475,7.928999900817871
126426487,3.953000068664551
126426489,3.5899999141693115
126426491,2.1019999980926514
126426503,4.185999870300293
126426505,3.4719998836517334
126426507,5.177999973297119
126426519,3.992000102996826
126426523,5.359000205993652
126426535,4.702000141143799
126426537,4.117000102996826
126426551,2.9049999713897705
126426553,3.316999912261963
126426567,4.442999839782715
126426569,2.1089999675750732
126431623,3.947999954223633
126431625,5.757999897003174
126431639,3.7839999198913574
126431641,1.4620000123977661
126431655,5.980000019073486
126431657,3.119999885559082
126431675,-0.035999998450279236
126431689,3.7829999923706055
126431691,4.057000160217285
126431705,4.75600004196167
126431707,3.7279999256134033
126431721,1.2079999446868896
126431723,8.451000213623047
126431737,1.9620000123977661
126431739,8.57699966430664
126431753,4.833000183105469
126431755,8.880000114440918
126431772,7.763000011444092
126431787,5.372000217437744
126431789,3.247999906539917
126431803,7.573999881744385
126431805,1.725000023841858
126432051,4.182000160217285
126432053,7.409999847412109
126432056,9.347999572753906
126432068,1.069000005722046
126432070,1.590000033378601
126432072,8.901000022888184
126432086,1.7239999771118164
126432088,2.686000108718872
126432100,3.48799991607666
126432102,4.5320000648498535
126432104,2.2739999294281006
126432116,3.565999984741211
126432132,3.859999895095825
