well_id,original
10964,4.243000030517578
10965,6.017000198364258
10966,7.24399995803833
10972,6.547999858856201
10973,5.835000038146973
10980,-0.01600000075995922
10981,6.033999919891357
10988,-0.0
10989,5.390999794006348
10996,6.317999839782715
10997,4.7729997634887695
11004,8.319999694824219
11005,4.9029998779296875
11012,8.854999542236328
11013,5.188000202178955
11020,9.104999542236328
11021,4.2769999504089355
11028,6.7129998207092285
11036,5.854000091552734
11044,6.929999828338623
11045,8.170999526977539
11052,6.830999851226807
11053,7.870999813079834
11060,9.104999542236328
11061,7.691999912261963
11063,4.788000106811523
11064,2.1630001068115234
11065,4.638000011444092
11068,4.446000099182129
11069,6.614999771118164
11070,7.2729997634887695
11071,5.572000026702881
11072,5.15500020980835
11073,4.982999801635742
11076,6.670000076293945
11077,5.38700008392334
11078,7.315999984741211
11079,2.7690000534057617
11080,4.7210001945495605
11081,7.151000022888184
11084,0.0020000000949949026
11085,2.7720000743865967
11086,7.504000186920166
11087,7.197999954223633
11088,5.211999893188477
11092,0.019999999552965164
11095,4.9770002365112305
11096,6.689000129699707
11097,5.624000072479248
11100,3.5420000553131104
11101,4.269000053405762
11103,5.043000221252441
11104,3.6659998893737793
11105,5.025000095367432
11108,5.316999912261963
11109,4.728000164031982
11111,4.230000019073486
11112,5.632999897003174
11113,5.835999965667725
11116,4.556000232696533
11117,2.9800000190734863
11119,-0.06499999761581421
11120,5.922999858856201
11121,3.7799999713897705
11124,6.986000061035156
11126,4.506999969482422
11127,4.5960001945495605
11128,5.367000102996826
11129,4.769000053405762
11132,5.561999797821045
11134,3.0840001106262207
11135,5.586999893188477
11136,4.239999771118164
11140,4.406000137329102
11141,0.8920000195503235
11142,4.980000019073486
11143,-0.061000000685453415
11144,6.742000102996826
11148,8.298999786376953
11149,4.895999908447266
11150,4.640999794006348
11151,5.138999938964844
11156,6.754000186920166
11166,3.992000102996826
11172,3.2750000953674316
11174,4.610000133514404
11180,3.2190001010894775
11181,5.349999904632568
11182,5.525000095367432
11189,-0.0010000000474974513
11190,2.00600004196167
11197,6.11899995803833
11198,5.211999893188477
11204,7.763000011444092
11206,5.428999900817871
