well_id,original
10964,3.9030001163482666
10965,5.478000164031982
10966,5.992000102996826
10972,4.8979997634887695
10973,7.045000076293945
10980,-0.09799999743700027
10981,7.323999881744385
10988,-0.0
10989,6.824999809265137
10996,4.857999801635742
10997,3.9590001106262207
11004,6.257999897003174
11005,4.323999881744385
11012,6.447999954223633
11013,2.759000062942505
11020,6.283999919891357
11021,3.38700008392334
11028,5.142000198364258
11036,5.525000095367432
11044,5.900000095367432
11045,6.881999969482422
11052,5.375
11053,6.684000015258789
11060,6.283999919891357
11061,3.628999948501587
11063,2.1659998893737793
11064,3.250999927520752
11065,5.666999816894531
11068,3.678999900817871
11069,4.478000164031982
11070,5.7820000648498535
11071,2.2929999828338623
11072,5.348999977111816
11073,4.158999919891357
11076,4.257999897003174
11077,1.5529999732971191
11078,6.679999828338623
11079,1.8309999704360962
11080,3.191999912261963
11081,4.605000019073486
11084,0.004999999888241291
11085,5.59499979019165
11086,5.703999996185303
11087,1.8250000476837158
11088,3.6489999294281006
11092,0.010999999940395355
11095,2.260999917984009
11096,3.6589999198913574
11097,4.728000164031982
11100,4.6620001792907715
11101,6.341000080108643
11103,3.492000102996826
11104,3.003000020980835
11105,3.0490000247955322
11108,6.306000232696533
11109,4.663000106811523
11111,2.6110000610351562
11112,4.230000019073486
11113,3.1630001068115234
11116,3.677000045776367
11117,2.763000011444092
11119,-0.06800000369548798
11120,2.8340001106262207
11121,2.2920000553131104
11124,8.51200008392334
11126,3.940999984741211
11127,2.61899995803833
11128,2.371000051498413
11129,4.868000030517578
11132,6.796000003814697
11134,2.4590001106262207
11135,4.808000087738037
11136,0.48100000619888306
11140,5.75
11141,2.502000093460083
11142,3.5869998931884766
11143,-0.0729999989271164
11144,2.183000087738037
11148,5.309999942779541
11149,3.7720000743865967
11150,4.118000030517578
11151,4.931000232696533
11156,6.943999767303467
11166,3.7750000953674316
11172,-0.28200000524520874
11174,4.421000003814697
11180,0.9440000057220459
11181,4.586999893188477
11182,4.624000072479248
11189,-0.0020000000949949026
11190,2.3259999752044678
11197,3.01200008392334
11198,4.426000118255615
11204,2.447999954223633
11206,0.1550000011920929
11212,2.690999984741211
11214,2.3940000534057617
11222,0.8460000157356262
11228,-0.19099999964237213
11236,2.0190000534057617
11244,5.302999973297119
11245,1.1779999732971191
11255,5.636000156402588
11256,3.677000045776367
11257,2.9179999828338623
11261,1.9830000400543213
11262,5.25
11263,4.394000053405762
11264,2.325000047683716
11269,3.0280001163482666
11271,3.444999933242798
11272,0.41100001335144043
11276,4.26800012588501
11277,2.2260000705718994
11279,2.2639999389648438
11280,2.2809998989105225
11281,5.723999977111816
11284,3.7809998989105225
11286,2.878000020980835
11287,4.682000160217285
11288,4.7820000648498535
11289,3.86899995803833
11292,4.822000026702881
11293,6.52400016784668
11294,4.6579999923706055
11295,2.609999895095825
11296,5.427000045776367
11297,2.743000030517578
11300,7.210000038146973
11302,0.257999986410141
11303,4.1539998054504395
11305,2.496999979019165
11308,0.6430000066757202
11309,7.283999919891357
11311,2.88700008392334
11312,3.618000030517578
11318,4.853000164031982
11319,1.6160000562667847
11320,5.197999954223633
11326,5.313000202178955
11327,4.565000057220459
11328,3.7149999141693115
11334,2.687999963760376
11335,5.478000164031982
11336,4.140999794006348
11342,3.9570000171661377
11343,4.077000141143799
11344,1.3609999418258667
13393,3.3299999237060547
13394,4.696000099182129
13401,5.580999851226807
13409,2.990000009536743
13417,7.6529998779296875
