,well_id,structure_id,slab_num,slab_type,structure_acronym,structure_name,polygon_id,mri_voxel_x,mri_voxel_y,mri_voxel_z,mni_x,mni_y,mni_z,corrected_mni_x,corrected_mni_y,corrected_mni_z,sampleID,probe2label,probe2dist
0,10964,4023,2,CX,SFG-m,"superior frontal gyrus, left, medial bank of gyrus",1266467,96,55,47,-5.0,44.0,54.0,-4.456913078562049,42.6263088370246,53.30647306888989,H0351_1009,192,0.0
1,10965,4039,2,CX,trIFG,"inferior frontal gyrus, triangular part, left",1266555,128,113,44,-37.0,47.0,-4.0,-37.0144833872121,42.9188671115774,-0.30171748771754997,H0351_1009,206,1.0
2,10966,4051,3,CX,MOrG,"medial orbital gyrus, left",1265851,100,137,59,-9.0,32.0,-28.0,-9.535526340285902,30.015430086873604,-24.2762037300316,H0351_1009,148,0.0
3,10972,4224,2,CX,CgGf-i,"cingulate gyrus, frontal part, left, inferior bank of gyrus",1266689,96,110,46,-5.0,45.0,-1.0,-5.4459859063368,42.277137179667704,1.5816631906029799,H0351_1009,102,0.0
4,10973,4024,3,CX,SFG-l,"superior frontal gyrus, left, lateral bank of gyrus",1265853,114,63,62,-23.0,29.0,46.0,-18.8556295260612,25.5691781879841,43.817038326349,H0351_1009,192,1.4142135381698602
5,10980,4024,2,CX,SFG-l,"superior frontal gyrus, left, lateral bank of gyrus",1266482,115,58,47,-24.0,44.0,51.0,-22.258230753337802,40.745519600718104,49.900838493375396,H0351_1009,192,0.0
6,10981,4023,3,CX,SFG-m,"superior frontal gyrus, left, medial bank of gyrus",1265788,94,62,63,-3.0,28.0,47.0,-0.9181856478594,27.8141323806075,48.3047509453152,H0351_1009,194,2.0
7,10988,4030,2,CX,MFG-s,"middle frontal gyrus, left, superior bank of gyrus",1266483,133,69,46,-42.0,45.0,40.0,-40.1189266841061,40.219851854349606,39.6656920480126,H0351_1009,144,1.4142135381698602
8,10989,4223,3,CX,CgGf-s,"cingulate gyrus, frontal part, left, superior bank of gyrus",1265789,94,74,63,-3.0,28.0,35.0,-2.78651666733493,30.030795257797397,32.7358166217562,H0351_1009,154,0.0
9,10996,4048,2,CX,GRe,"gyrus rectus, left",1266592,96,138,44,-5.0,47.0,-29.0,-5.625724848706191,44.095242769291,-26.000110663668103,H0351_1009,126,0.0
10,10997,4224,3,CX,CgGf-i,"cingulate gyrus, frontal part, left, inferior bank of gyrus",1265790,95,92,63,-4.0,28.0,17.0,-2.54672895492558,27.6959474493683,17.277410057472597,H0351_1009,102,0.0
11,11004,4051,2,CX,MOrG,"medial orbital gyrus, left",1266591,113,126,44,-22.0,47.0,-17.0,-22.1375212140839,43.28476086552,-13.3143446142733,H0351_1009,148,1.0
12,11005,4030,3,CX,MFG-s,"middle frontal gyrus, left, superior bank of gyrus",1265864,132,57,62,-41.0,29.0,52.0,-39.1224891784421,24.0972843888854,50.5102322196299,H0351_1009,144,0.0
13,11012,4060,2,CX,LOrG,"lateral orbital gyrus, left",1266590,117,125,44,-26.0,47.0,-16.0,-26.115448356656103,43.1514050471172,-12.259438715825,H0351_1009,106,0.0
14,11013,4031,3,CX,MFG-i,"middle frontal gyrus, left, inferior bank of gyrus",1265869,141,72,61,-50.0,30.0,37.0,-48.1734078403127,24.596765597132897,37.013710554547295,H0351_1009,144,1.0
15,11020,4224,2,CX,CgGf-i,"cingulate gyrus, frontal part, left, inferior bank of gyrus",1266588,96,127,45,-5.0,46.0,-18.0,-5.479556708228941,42.811242032102605,-14.479849241859501,H0351_1009,142,0.0
16,11021,4039,3,CX,trIFG,"inferior frontal gyrus, triangular part, left",1265974,146,99,59,-55.0,32.0,10.0,-55.4402977797171,27.7225617744232,11.6264976241562,H0351_1009,164,1.0
17,11028,4048,2,CX,GRe,"gyrus rectus, left",1266593,97,136,44,-6.0,47.0,-27.0,-6.572675274324889,44.0283966078032,-23.899459672532398,H0351_1009,126,0.0
18,11036,4031,2,CX,MFG-i,"middle frontal gyrus, left, inferior bank of gyrus",1266554,139,96,45,-48.0,46.0,13.0,-48.0453485812754,41.4215236226357,14.8274199318346,H0351_1009,206,0.0
19,11044,4039,2,CX,trIFG,"inferior frontal gyrus, triangular part, left",1266553,131,113,44,-40.0,47.0,-4.0,-40.043920560245105,42.80290485501661,-0.534060487672537,H0351_1009,206,0.0
20,11045,4048,3,CX,GRe,"gyrus rectus, left",1265849,99,134,59,-8.0,32.0,-25.0,-8.515399262873581,30.0916421192239,-21.006319277912898,H0351_1009,126,0.0
21,11052,4045,2,CX,orIFG,"inferior frontal gyrus, orbital part, left",1266552,132,126,44,-41.0,47.0,-17.0,-41.097560901644705,42.6916153453531,-13.730132073657698,H0351_1009,138,1.0
22,11053,4051,3,CX,MOrG,"medial orbital gyrus, left",1265850,102,133,59,-11.0,32.0,-24.0,-11.4600763624019,29.953649746219696,-19.924338722130198,H0351_1009,148,0.0
23,11060,4224,2,CX,CgGf-i,"cingulate gyrus, frontal part, left, inferior bank of gyrus",1266588,95,127,45,-4.0,46.0,-18.0,-4.5334740877318005,42.852811037394794,-14.494240082185,H0351_1009,142,0.0
24,11061,4903,4,CX,TP-s,"temporal pole, left, superior aspect",1270351,123,136,75,-32.0,16.0,-27.0,-32.681107049990395,14.256016391582301,-23.4740685795777,H0351_1009,180,2.8284270763397203
25,11063,4186,11,CX,Cun-pest,"cuneus, left, peristriate",1270320,113,89,159,-22.0,-68.0,20.0,-16.0233784113092,-72.5015268635517,16.569498000636198,H0351_1009,116,1.0
26,11064,4098,10,CX,SPL-s,"superior parietal lobule, left, superior bank of gyrus",1270103,100,43,146,-9.0,-55.0,66.0,-10.3772572100729,-56.0759382400434,69.8151154724771,H0351_1009,200,0.0
27,11065,4114,10,CX,AnG-i,"angular gyrus, left, inferior bank of gyrus",1270208,146,80,148,-55.0,-57.0,29.0,-50.749492136182795,-60.119028878222295,26.815522311792897,H0351_1009,108,0.0
28,11068,4224,3,CX,CgGf-i,"cingulate gyrus, frontal part, left, inferior bank of gyrus",1265790,96,92,63,-5.0,28.0,17.0,-3.5001461276165005,27.3800401236763,17.459253156481303,H0351_1009,102,0.0
29,11069,4904,4,CX,TP-i,"temporal pole, left, inferior aspect",1270353,137,149,75,-46.0,16.0,-40.0,-45.9154103147882,12.668135455118598,-37.2490396136617,H0351_1009,204,0.0
30,11070,4079,5,CX,fro,"frontal operculum, left",1270924,136,101,88,-45.0,3.0,8.0,-42.4103865297133,-4.60334150054768,12.477367656248699,H0351_1009,114,1.0
31,11071,4187,11,CX,Cun-str,"cuneus, left, striate",1270322,109,95,159,-18.0,-68.0,14.0,-13.6354733538495,-70.655394317834,12.662898627976801,H0351_1009,110,1.0
32,11072,4120,10,CX,Pcu-s,"precuneus, left, superior lateral bank of gyrus",1270788,97,60,146,-6.0,-55.0,49.0,-7.81292519039986,-59.2155673697406,53.0633166068635,H0351_1009,170,0.0
33,11073,4149,10,CX,ITG-its,"inferior temporal gyrus, left, bank of the its",1270261,143,119,147,-52.0,-56.0,-10.0,-49.684302574934996,-58.411955375749905,-5.1813195956803,H0351_1009,134,0.0
34,11076,4045,3,CX,orIFG,"inferior frontal gyrus, orbital part, left",1265975,141,119,58,-50.0,33.0,-10.0,-50.14125091755711,28.9975657322289,-6.802892335675289,H0351_1009,166,0.0
35,11077,4905,4,CX,TP-m,"temporal pole, left, medial aspect",1270352,119,152,75,-28.0,16.0,-43.0,-28.237715065100197,13.454138000335801,-40.204945348013396,H0351_1009,204,0.0
36,11078,4273,5,CX,SIG,"short insular gyri, left",1270923,135,106,88,-44.0,3.0,3.0,-43.5576731692417,-2.33033112568406,5.750820219826861,H0351_1009,104,1.0
37,11079,4193,11,CX,LiG-pest,"lingual gyrus, left, peristriate",1270887,110,103,160,-19.0,-69.0,6.0,-14.923989296577801,-73.00812085636721,3.4300725671053396,H0351_1009,110,2.0
38,11080,4121,10,CX,Pcu-i,"precuneus, left, inferior lateral bank of gyrus",1270789,102,75,146,-11.0,-55.0,34.0,-9.3057398103789,-62.041157933446996,32.5195687673205,H0351_1009,170,1.4142135381698602
39,11081,4200,10,CX,OTG-s,"occipito-temporal gyrus, left, superior bank of gyrus",1270764,142,123,147,-51.0,-56.0,-14.0,-48.5430166305521,-58.36241653010801,-9.23611483666779,H0351_1009,134,0.0
40,11084,4024,2,CX,SFG-l,"superior frontal gyrus, left, lateral bank of gyrus",1266482,116,58,47,-25.0,44.0,51.0,-23.153271146613303,40.614898349969394,49.9207732563398,H0351_1009,192,1.0
41,11085,4023,5,CX,SFG-m,"superior frontal gyrus, left, medial bank of gyrus",1270807,94,48,87,-3.0,4.0,61.0,-1.18727125244503,-0.731669615399984,67.408053387802,H0351_1009,194,1.0
42,11086,4079,5,CX,fro,"frontal operculum, left",1270929,134,99,88,-43.0,3.0,10.0,-39.990017608222,-4.06167157241725,13.8082210578916,H0351_1009,104,0.0
43,11087,4194,11,CX,LiG-str,"lingual gyrus, left, striate",1270325,100,110,160,-9.0,-69.0,-1.0,-7.98103797548078,-72.42632497743651,-4.98786427355036,H0351_1009,136,0.0
44,11088,4230,10,CX,CgGp-s,"cingulate gyrus, parietal part, left, superior bank of gyrus",1270784,96,73,146,-5.0,-55.0,36.0,-4.4692966539996,-64.605373377657,37.6874894174377,H0351_1009,170,0.0
45,11092,4030,2,CX,MFG-s,"middle frontal gyrus, left, superior bank of gyrus",1266483,132,69,46,-41.0,45.0,40.0,-39.0743872977095,40.263529886402296,39.630495948874504,H0351_1009,144,1.0
46,11095,4186,11,CX,Cun-pest,"cuneus, left, peristriate",1270321,112,88,159,-21.0,-68.0,21.0,-15.370632855896801,-72.8880489414267,17.0707471625362,H0351_1009,116,1.4142135381698602
47,11096,4231,10,CX,CgGp-i,"cingulate gyrus, parietal part, left, inferior bank of gyrus",1270785,93,91,146,-2.0,-55.0,18.0,-0.9629649157676321,-54.68945826227571,11.9026595132517,H0351_1009,170,1.0
48,11097,4143,10,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",1270696,146,97,148,-55.0,-57.0,12.0,-50.361931398669704,-59.492737123773296,15.3710963164775,H0351_1009,156,0.0
49,11100,4023,4,CX,SFG-m,"superior frontal gyrus, left, medial bank of gyrus",1269855,95,43,74,-4.0,17.0,66.0,-1.8011215355129497,12.4289378115986,67.2602024855137,H0351_1009,194,1.0
50,11101,4030,5,CX,MFG-s,"middle frontal gyrus, left, superior bank of gyrus",1271160,129,55,87,-38.0,4.0,54.0,-39.7064929007598,-3.5383178372555797,54.2321728133112,H0351_1009,184,0.0
51,11103,4114,11,CX,AnG-i,"angular gyrus, left, inferior bank of gyrus",1270334,138,85,161,-47.0,-70.0,24.0,-40.200197498657204,-72.53618859671359,23.3312857633891,H0351_1009,146,2.0
52,11104,4099,10,CX,SPL-i,"superior parietal lobule, left, inferior bank of gyrus",1270106,120,44,146,-29.0,-55.0,65.0,-26.5505596064251,-57.6112092712904,66.34137816763479,H0351_1009,200,1.0
53,11105,4215,10,CX,SOG-i,"superior occipital gyrus, left, inferior bank of gyrus",1270705,147,109,148,-56.0,-57.0,0.0,-53.9769386858941,-60.564497869506205,4.86363419427332,H0351_1009,156,1.4142135381698602
54,11108,4223,4,CX,CgGf-s,"cingulate gyrus, frontal part, left, superior bank of gyrus",1269856,95,66,74,-4.0,17.0,43.0,-3.90203958472426,19.0334611013392,46.7170082561215,H0351_1009,194,0.0
55,11109,4223,5,CX,CgGf-s,"cingulate gyrus, frontal part, left, superior bank of gyrus",1270849,99,75,86,-8.0,5.0,34.0,-7.62496475652261,2.75960669817981,35.5213126086686,H0351_1009,140,1.0
56,11111,4200,11,CX,OTG-s,"occipito-temporal gyrus, left, superior bank of gyrus",1270332,141,122,162,-50.0,-71.0,-13.0,-49.986457367437204,-72.4614200910037,-9.68361801451332,H0351_1009,130,0.0
57,11112,4113,10,CX,AnG-s,"angular gyrus, left, superior bank of gyrus",1269851,127,58,147,-36.0,-56.0,51.0,-31.389598247806102,-59.6168273508908,50.954518830013505,H0351_1009,200,1.0
58,11113,4215,10,CX,SOG-i,"superior occipital gyrus, left, inferior bank of gyrus",1270706,149,110,148,-58.0,-57.0,-1.0,-55.848010007651794,-60.613049355651505,4.171370490825,H0351_1009,156,1.0
59,11116,4224,4,CX,CgGf-i,"cingulate gyrus, frontal part, left, inferior bank of gyrus",1269857,94,85,74,-3.0,17.0,24.0,-3.18696282878335,17.5827569387063,23.497181499857398,H0351_1009,140,0.0
60,11117,4224,5,CX,CgGf-i,"cingulate gyrus, frontal part, left, inferior bank of gyrus",1270850,94,84,86,-3.0,5.0,25.0,-1.85874972811843,4.90170638910918,24.938959632836,H0351_1009,140,3.0
61,11119,4207,11,CX,IOG-s,"inferior occipital gyrus, left, superior bank of gyrus",1270795,152,112,162,-61.0,-71.0,-3.0,-57.5129421204463,-72.8222498988267,3.0338945289258796,H0351_1009,130,2.8284270763397203
62,11120,4186,10,CX,Cun-pest,"cuneus, left, peristriate",1270777,106,92,146,-15.0,-55.0,17.0,-10.8264057965959,-57.90170109728329,12.369109038836,H0351_1009,170,0.0
63,11121,4099,11,CX,SPL-i,"superior parietal lobule, left, inferior bank of gyrus",1270315,120,53,160,-29.0,-69.0,56.0,-29.0823237199999,-69.7238987478691,55.50144385956221,H0351_1009,108,1.0
64,11124,4024,4,CX,SFG-l,"superior frontal gyrus, left, lateral bank of gyrus",1270065,117,50,74,-26.0,17.0,59.0,-25.7091747057395,11.3492730422929,58.4455479004432,H0351_1009,144,0.0
65,11126,4098,11,CX,SPL-s,"superior parietal lobule, left, superior bank of gyrus",1270309,113,46,160,-22.0,-69.0,63.0,-23.2380749166572,-67.73761249133601,63.8222579940182,H0351_1009,200,1.0
66,11127,4208,11,CX,IOG-i,"inferior occipital gyrus, left, inferior bank of gyrus",1270333,143,120,162,-52.0,-71.0,-11.0,-52.78236911027761,-72.40833244059941,-6.955983338575259,H0351_1009,130,0.0
67,11128,4193,10,CX,LiG-pest,"lingual gyrus, left, peristriate",1270774,122,115,147,-31.0,-56.0,-6.0,-28.020353616662398,-60.826898277231905,-5.46258399069911,H0351_1009,136,0.0
68,11129,4113,11,CX,AnG-s,"angular gyrus, left, superior bank of gyrus",1270316,123,54,160,-32.0,-69.0,55.0,-30.661369082049198,-70.3102719777013,54.0146460949969,H0351_1009,108,0.0
69,11132,4030,4,CX,MFG-s,"middle frontal gyrus, left, superior bank of gyrus",1270066,116,60,74,-25.0,17.0,49.0,-22.9480960517029,10.729523436502301,47.096622974488604,H0351_1009,144,0.0
70,11134,4120,11,CX,Pcu-s,"precuneus, left, superior lateral bank of gyrus",1270311,97,50,159,-6.0,-68.0,59.0,-6.25036661717446,-66.9254565230728,61.2312864235032,H0351_1009,170,1.0
71,11135,4214,11,CX,SOG-s,"superior occipital gyrus, left, superior bank of gyrus",1270793,143,85,161,-52.0,-70.0,24.0,-49.6007749471387,-74.0735357244267,21.181757982,H0351_1009,146,0.0
72,11136,4194,10,CX,LiG-str,"lingual gyrus, left, striate",1270213,115,101,146,-24.0,-55.0,8.0,-19.2370400814168,-58.1984667940982,7.48270535212425,H0351_1009,170,0.0
73,11140,4031,4,CX,MFG-i,"middle frontal gyrus, left, inferior bank of gyrus",1270067,138,57,74,-47.0,17.0,52.0,-45.932412992310894,9.9411193791735,48.1958268785534,H0351_1009,184,0.0
74,11141,4013,5,CX,PrG-sl,"precentral gyrus, left, superior lateral aspect of gyrus",1270928,150,67,86,-59.0,5.0,42.0,-58.734656498206704,-0.7839053364505981,42.0132060378761,H0351_1009,184,0.0
75,11142,4121,11,CX,Pcu-i,"precuneus, left, inferior lateral bank of gyrus",1270312,102,79,159,-11.0,-68.0,30.0,-7.91391991039414,-74.125386183933,27.549087820433197,H0351_1009,116,0.0
76,11143,4207,11,CX,IOG-s,"inferior occipital gyrus, left, superior bank of gyrus",1270796,152,110,162,-61.0,-71.0,-1.0,-57.624281416644706,-73.12605274463921,4.87349281204884,H0351_1009,130,2.2360680103302
77,11144,4201,10,CX,OTG-i,"occipito-temporal gyrus, left, inferior bank of gyrus",1270773,125,118,147,-34.0,-56.0,-9.0,-31.0790319778861,-60.718597371741,-7.58809629918478,H0351_1009,124,0.0
78,11148,4051,4,CX,MOrG,"medial orbital gyrus, left",1270348,115,135,75,-24.0,16.0,-26.0,-24.8709064345652,14.753528273720901,-22.217885700570804,H0351_1009,180,0.0
79,11149,4014,5,CX,PrG-il,"precentral gyrus, left, inferior lateral aspect of gyrus",1270925,154,99,88,-63.0,3.0,10.0,-62.120167177579,-1.3693736404294699,12.013813890435099,H0351_1009,184,0.0
80,11150,4121,11,CX,Pcu-i,"precuneus, left, inferior lateral bank of gyrus",1270313,100,77,159,-9.0,-68.0,32.0,-5.84842880145687,-73.6389299971418,31.3659437939651,H0351_1009,116,1.0
81,11151,4214,11,CX,SOG-s,"superior occipital gyrus, left, superior bank of gyrus",1270794,145,82,161,-54.0,-70.0,27.0,-51.327434104722,-74.1445741937291,22.5941907409386,H0351_1009,146,0.0
82,11156,4012,5,CX,PrG-prc,"precentral gyrus, left, bank of the precentral sulcus",1270926,136,78,86,-45.0,5.0,31.0,-44.06664011776421,1.5207554389264097,29.665686570927,H0351_1009,184,2.2360680103302
83,11166,4014,7,CX,PrG-il,"precentral gyrus, left, inferior lateral aspect of gyrus",1279798,125,43,111,-34.0,-20.0,66.0,-32.2580407722036,-24.364709364218395,67.4917723690471,H0351_1009,184,0.0
84,11172,4194,10,CX,LiG-str,"lingual gyrus, left, striate",1270214,117,100,146,-26.0,-55.0,9.0,-20.7774244610626,-58.916399228961,8.384520803436331,H0351_1009,170,0.0
85,11174,4015,7,CX,PrG-cs,"precentral gyrus, left, bank of the central sulcus",1279795,127,64,111,-36.0,-20.0,45.0,-33.467026327887204,-25.6333324447911,46.6931176620975,H0351_1009,184,1.0
86,11180,4135,5,CX,STG-l,"superior temporal gyrus, left, lateral bank of gyrus",1275916,154,116,88,-63.0,3.0,-7.0,-62.451658548638804,-0.260570073348603,-4.581107428019711,H0351_1009,202,0.0
87,11181,4087,6,CX,PoG-cs,"postcentral gyrus, left, bank of the central sulcus",1280014,152,71,99,-61.0,-8.0,38.0,-60.84625128050239,-13.5288416444855,38.7955749795057,H0351_1009,178,0.0
88,11182,4087,7,CX,PoG-cs,"postcentral gyrus, left, bank of the central sulcus",1279796,133,58,111,-42.0,-20.0,51.0,-39.814881777730605,-25.646441818881197,50.894536403554895,H0351_1009,178,0.0
89,11189,4088,6,CX,PoG-sl,"postcentral gyrus, left, superior lateral aspect of gyrus",1279382,156,68,99,-65.0,-8.0,41.0,-64.19483568678609,-12.937675439743302,41.5499427877484,H0351_1009,178,2.0
90,11190,4088,7,CX,PoG-sl,"postcentral gyrus, left, superior lateral aspect of gyrus",1279797,146,50,111,-55.0,-20.0,59.0,-53.2813966408316,-23.1434627079414,57.6046737089257,H0351_1009,178,0.0
91,11197,4136,6,CX,STG-i,"superior temporal gyrus, left, inferior bank of gyrus",1279541,156,125,99,-65.0,-8.0,-16.0,-64.2809818062766,-10.794244490536,-13.3838005765925,H0351_1009,156,1.0
92,11198,4087,7,CX,PoG-cs,"postcentral gyrus, left, bank of the central sulcus",1279799,133,54,111,-42.0,-20.0,55.0,-40.567412540533105,-23.577272998404396,54.73337209974179,H0351_1009,184,0.0
93,11204,4178,5,CX,PLP,"planum polare, left",1275913,138,123,88,-47.0,3.0,-14.0,-47.3634930122386,0.7968640431747429,-11.2704009259784,H0351_1009,182,0.0
94,11206,4149,7,CX,ITG-its,"inferior temporal gyrus, left, bank of the its",1279886,141,143,110,-50.0,-19.0,-34.0,-49.9160040236585,-21.6432133887879,-31.7531447399229,H0351_1009,134,1.4142135381698602
95,11212,4178,5,CX,PLP,"planum polare, left",1275917,137,126,88,-46.0,3.0,-17.0,-46.3199075597771,0.698319619943991,-14.320512681015,H0351_1009,182,0.0
96,11214,4151,7,CX,ITG-mts,"inferior temporal gyrus, left, bank of mts",1279885,144,135,110,-53.0,-19.0,-26.0,-52.3614967271316,-21.7555058618613,-23.5398191644868,H0351_1009,134,2.2360680103302
97,11222,4158,7,CX,FuG-its,"fusiform gyrus, left, bank of the its",1279887,138,143,110,-47.0,-19.0,-34.0,-47.1418652836675,-21.6033246947114,-31.925438338232304,H0351_1009,134,1.0
98,11228,4223,6,CX,CgGf-s,"cingulate gyrus, frontal part, left, superior bank of gyrus",1279331,103,77,100,-12.0,-9.0,32.0,-14.6042805891239,-13.9807729226034,35.3988451088086,H0351_1009,140,2.8284270763397203
99,11236,4224,6,CX,CgGf-i,"cingulate gyrus, frontal part, left, inferior bank of gyrus",1279332,93,84,100,-2.0,-9.0,25.0,-1.11393361672481,-12.3438150049905,25.369041309621,H0351_1009,140,3.0
100,11244,4015,6,CX,PrG-cs,"precentral gyrus, left, bank of the central sulcus",1279336,120,50,100,-29.0,-9.0,59.0,-28.987210645778603,-14.900428912613098,60.1812427642782,H0351_1009,184,1.0
101,11245,4013,7,CX,PrG-sl,"precentral gyrus, left, superior lateral aspect of gyrus",1279775,104,36,111,-13.0,-20.0,73.0,-10.5259705730011,-24.289504521630697,78.44771572642709,H0351_1009,184,0.0
103,11255,4142,7,CX,MTG-s,"middle temporal gyrus, left, superior bank of gyrus",1284161,153,121,110,-62.0,-19.0,-12.0,-60.905988646966705,-20.683939500943602,-7.88275653408432,H0351_1009,156,0.0
104,11256,4151,8,CX,ITG-mts,"inferior temporal gyrus, left, bank of mts",1279509,154,129,127,-63.0,-36.0,-20.0,-62.9158902565436,-37.374393519771296,-15.957543173359001,H0351_1009,156,0.0
105,11257,4114,9,CX,AnG-i,"angular gyrus, left, inferior bank of gyrus",1283524,150,81,138,-59.0,-47.0,28.0,-54.457774312838794,-47.8944869050101,30.320129962834102,H0351_1009,196,2.2360680103302
106,11261,4072,7,CX,PCLa,"paracentral lobule, anterior part, left",1280393,96,37,111,-5.0,-20.0,72.0,-3.92457575476647,-21.1834095186392,75.6549101566893,H0351_1009,152,1.0
107,11262,4901,4,CX,IRoG,"inferior rostral gyrus, left",1275894,95,118,75,-4.0,16.0,-9.0,-4.42428956643272,16.206097502555302,-4.83456446487606,H0351_1009,188,0.0
108,11263,4143,7,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",1284160,149,128,110,-58.0,-19.0,-19.0,-56.6224844193263,-21.23889975139,-15.313293149405698,H0351_1009,156,1.0
109,11264,4149,8,CX,ITG-its,"inferior temporal gyrus, left, bank of the its",1279551,145,136,127,-54.0,-36.0,-27.0,-53.7404180568415,-37.515074436113,-22.896126546463105,H0351_1009,134,0.0
111,11269,4186,10,CX,Cun-pest,"cuneus, left, peristriate",1270777,105,92,146,-14.0,-55.0,17.0,-9.69165720556875,-57.9308712172972,12.082230244467402,H0351_1009,170,0.0
113,11271,4169,7,CX,TG,"transverse gyri, left",1284221,148,96,110,-57.0,-19.0,13.0,-55.427471097364204,-21.669734216322304,15.970080498931802,H0351_1009,176,0.0
114,11272,4158,8,CX,FuG-its,"fusiform gyrus, left, bank of the its",1279552,137,142,127,-46.0,-36.0,-33.0,-45.97648804473229,-37.7575630515402,-29.547572692168604,H0351_1009,134,3.0
115,11276,4200,10,CX,OTG-s,"occipito-temporal gyrus, left, superior bank of gyrus",1270766,140,121,147,-49.0,-56.0,-12.0,-45.7971325849197,-58.7133945921849,-7.57529955674117,H0351_1009,134,0.0
116,11277,4193,10,CX,LiG-pest,"lingual gyrus, left, peristriate",1270774,123,115,147,-32.0,-56.0,-6.0,-28.828466326247202,-60.8090840893472,-5.322943023782639,H0351_1009,136,0.0
118,11279,4088,8,CX,PoG-sl,"postcentral gyrus, left, superior lateral aspect of gyrus",1279522,129,41,126,-38.0,-35.0,68.0,-36.439701845097,-39.5764513360047,68.7246131894725,H0351_1009,178,1.0
119,11280,4090,9,CX,PoG-pcs,"postcentral gyrus, left, bank of the posterior central sulcus",1283469,111,41,137,-20.0,-46.0,68.0,-19.739131189279497,-47.654512844619106,70.5535248434922,H0351_1009,200,0.0
120,11281,4143,9,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",1283581,149,106,137,-58.0,-46.0,3.0,-56.8835029503224,-50.558670012282704,8.7822807177113,H0351_1009,156,0.0
121,11284,4142,5,CX,MTG-s,"middle temporal gyrus, left, superior bank of gyrus",1275914,145,139,88,-54.0,3.0,-30.0,-53.9382604997256,0.0400496699871766,-27.5676600618789,H0351_1009,156,1.4142135381698602
122,11286,4089,6,CX,PoG-il,"postcentral gyrus, left, inferior lateral aspect of gyrus",1280041,159,86,99,-68.0,-8.0,23.0,-66.4763027870725,-11.9435915195158,24.416361574679602,H0351_1009,178,1.0
123,11287,4089,8,CX,PoG-il,"postcentral gyrus, left, inferior lateral aspect of gyrus",1279523,131,59,126,-40.0,-35.0,50.0,-36.2257281860364,-38.18496700643,51.4113326563184,H0351_1009,178,0.0
124,11288,4120,9,CX,Pcu-s,"precuneus, left, superior lateral bank of gyrus",1283468,101,50,137,-10.0,-46.0,59.0,-10.2491778407912,-48.0648833331887,62.6407725309432,H0351_1009,170,0.0
125,11289,4149,9,CX,ITG-its,"inferior temporal gyrus, left, bank of the its",1283603,143,126,137,-52.0,-46.0,-17.0,-50.4460967164651,-46.752918060778,-10.4618695200308,H0351_1009,134,1.4142135381698602
126,11292,4143,5,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",1275915,140,145,88,-49.0,3.0,-36.0,-48.94128915919829,0.0777633391417076,-33.3967651048445,H0351_1009,156,0.0
127,11293,4063,3,CX,SCG,"subcallosal cingulate gyrus, left",1266194,98,126,61,-7.0,30.0,-17.0,-7.2527482871094,28.277414732284,-12.161658266800899,H0351_1009,102,0.0
128,11294,4090,6,CX,PoG-pcs,"postcentral gyrus, left, bank of the posterior central sulcus",1280039,134,89,99,-43.0,-8.0,20.0,-39.6982431035418,-13.381647037948802,22.1607478859973,H0351_1009,114,1.0
129,11295,4090,8,CX,PoG-pcs,"postcentral gyrus, left, bank of the posterior central sulcus",1279524,123,70,126,-32.0,-35.0,39.0,-28.0471758125944,-40.192383491585296,38.647644211488,H0351_1009,200,2.8284270763397203
130,11296,4121,9,CX,Pcu-i,"precuneus, left, inferior lateral bank of gyrus",1283467,97,59,137,-6.0,-46.0,50.0,-6.51658710619282,-48.9600711735111,53.6156926007934,H0351_1009,170,1.0
131,11297,4150,9,CX,ITG-l,"inferior temporal gyrus, left, lateral bank of gyrus",1283602,145,139,137,-54.0,-46.0,-30.0,-53.5864858037478,-47.282002568895905,-25.9999175158011,H0351_1009,134,0.0
132,11300,4224,6,CX,CgGf-i,"cingulate gyrus, frontal part, left, inferior bank of gyrus",1279335,93,80,100,-2.0,-9.0,29.0,-1.36429525644066,-12.9648578815445,34.0904916137338,H0351_1009,140,0.0
134,11302,4135,6,CX,STG-l,"superior temporal gyrus, left, lateral bank of gyrus",1280036,158,105,99,-67.0,-8.0,4.0,-65.59686799739801,-11.265719984356402,6.68158715862435,H0351_1009,202,0.0
135,11303,4106,8,CX,SMG-s,"supramarginal gyrus, left, superior bank of gyrus",1279525,137,66,126,-46.0,-35.0,43.0,-42.1085263220056,-38.421630221873706,43.1099466957498,H0351_1009,196,0.0
137,11305,4151,9,CX,ITG-mts,"inferior temporal gyrus, left, bank of mts",1283601,152,128,137,-61.0,-46.0,-19.0,-60.428384489274904,-47.1811317674547,-14.329409378923199,H0351_1009,134,0.0
138,11308,4013,6,CX,PrG-sl,"precentral gyrus, left, superior lateral aspect of gyrus",1279377,129,39,100,-38.0,-9.0,70.0,-36.8621220083414,-13.4640659087553,68.8348736328063,H0351_1009,184,0.0
139,11309,4901,3,CX,IRoG,"inferior rostral gyrus, left",1266195,96,131,60,-5.0,31.0,-22.0,-5.55123727824203,29.3313111832657,-17.7145530991207,H0351_1009,142,0.0
