"well_id","structure_id","slab_num","slab_type","structure_acronym","structure_name","polygon_id","mri_voxel_x","mri_voxel_y","mri_voxel_z","mni_x","mni_y","mni_z","corrected_mni_x","corrected_mni_y","corrected_mni_z","sampleID","probe2label","probe2dist"
10964,4023,2,"CX","SFG-m","superior frontal gyrus, left, medial bank of gyrus",1266467,96,55,47,-5,44,54,-4.45691307856205,42.6263088370246,53.3064730688899,"H0351_1009",192,0
10965,4039,2,"CX","trIFG","inferior frontal gyrus, triangular part, left",1266555,128,113,44,-37,47,-4,-37.0144833872121,42.9188671115774,-0.30171748771755,"H0351_1009",206,1
10966,4051,3,"CX","MOrG","medial orbital gyrus, left",1265851,100,137,59,-9,32,-28,-9.5355263402859,30.0154300868736,-24.2762037300316,"H0351_1009",148,0
10972,4224,2,"CX","CgGf-i","cingulate gyrus, frontal part, left, inferior bank of gyrus",1266689,96,110,46,-5,45,-1,-5.4459859063368,42.2771371796677,1.58166319060298,"H0351_1009",102,0
10973,4024,3,"CX","SFG-l","superior frontal gyrus, left, lateral bank of gyrus",1265853,114,63,62,-23,29,46,-18.8556295260612,25.5691781879841,43.817038326349,"H0351_1009",192,1.41421353816986
10980,4024,2,"CX","SFG-l","superior frontal gyrus, left, lateral bank of gyrus",1266482,115,58,47,-24,44,51,-22.2582307533378,40.7455196007181,49.9008384933754,"H0351_1009",192,0
10981,4023,3,"CX","SFG-m","superior frontal gyrus, left, medial bank of gyrus",1265788,94,62,63,-3,28,47,-0.9181856478594,27.8141323806075,48.3047509453152,"H0351_1009",194,2
10988,4030,2,"CX","MFG-s","middle frontal gyrus, left, superior bank of gyrus",1266483,133,69,46,-42,45,40,-40.1189266841061,40.2198518543496,39.6656920480126,"H0351_1009",144,1.41421353816986
10989,4223,3,"CX","CgGf-s","cingulate gyrus, frontal part, left, superior bank of gyrus",1265789,94,74,63,-3,28,35,-2.78651666733493,30.0307952577974,32.7358166217562,"H0351_1009",154,0
10996,4048,2,"CX","GRe","gyrus rectus, left",1266592,96,138,44,-5,47,-29,-5.62572484870619,44.095242769291,-26.0001106636681,"H0351_1009",126,0
10997,4224,3,"CX","CgGf-i","cingulate gyrus, frontal part, left, inferior bank of gyrus",1265790,95,92,63,-4,28,17,-2.54672895492558,27.6959474493683,17.2774100574726,"H0351_1009",102,0
11004,4051,2,"CX","MOrG","medial orbital gyrus, left",1266591,113,126,44,-22,47,-17,-22.1375212140839,43.28476086552,-13.3143446142733,"H0351_1009",148,1
11005,4030,3,"CX","MFG-s","middle frontal gyrus, left, superior bank of gyrus",1265864,132,57,62,-41,29,52,-39.1224891784421,24.0972843888854,50.5102322196299,"H0351_1009",144,0
11012,4060,2,"CX","LOrG","lateral orbital gyrus, left",1266590,117,125,44,-26,47,-16,-26.1154483566561,43.1514050471172,-12.259438715825,"H0351_1009",106,0
11013,4031,3,"CX","MFG-i","middle frontal gyrus, left, inferior bank of gyrus",1265869,141,72,61,-50,30,37,-48.1734078403127,24.5967655971329,37.0137105545473,"H0351_1009",144,1
11020,4224,2,"CX","CgGf-i","cingulate gyrus, frontal part, left, inferior bank of gyrus",1266588,96,127,45,-5,46,-18,-5.47955670822894,42.8112420321026,-14.4798492418595,"H0351_1009",142,0
11021,4039,3,"CX","trIFG","inferior frontal gyrus, triangular part, left",1265974,146,99,59,-55,32,10,-55.4402977797171,27.7225617744232,11.6264976241562,"H0351_1009",164,1
11028,4048,2,"CX","GRe","gyrus rectus, left",1266593,97,136,44,-6,47,-27,-6.57267527432489,44.0283966078032,-23.8994596725324,"H0351_1009",126,0
11036,4031,2,"CX","MFG-i","middle frontal gyrus, left, inferior bank of gyrus",1266554,139,96,45,-48,46,13,-48.0453485812754,41.4215236226357,14.8274199318346,"H0351_1009",206,0
11044,4039,2,"CX","trIFG","inferior frontal gyrus, triangular part, left",1266553,131,113,44,-40,47,-4,-40.0439205602451,42.8029048550166,-0.534060487672537,"H0351_1009",206,0
11045,4048,3,"CX","GRe","gyrus rectus, left",1265849,99,134,59,-8,32,-25,-8.51539926287358,30.0916421192239,-21.0063192779129,"H0351_1009",126,0
11052,4045,2,"CX","orIFG","inferior frontal gyrus, orbital part, left",1266552,132,126,44,-41,47,-17,-41.0975609016447,42.6916153453531,-13.7301320736577,"H0351_1009",138,1
11053,4051,3,"CX","MOrG","medial orbital gyrus, left",1265850,102,133,59,-11,32,-24,-11.4600763624019,29.9536497462197,-19.9243387221302,"H0351_1009",148,0
11060,4224,2,"CX","CgGf-i","cingulate gyrus, frontal part, left, inferior bank of gyrus",1266588,95,127,45,-4,46,-18,-4.5334740877318,42.8528110373948,-14.494240082185,"H0351_1009",142,0
11061,4903,4,"CX","TP-s","temporal pole, left, superior aspect",1270351,123,136,75,-32,16,-27,-32.6811070499904,14.2560163915823,-23.4740685795777,"H0351_1009",180,2.82842707633972
11063,4186,11,"CX","Cun-pest","cuneus, left, peristriate",1270320,113,89,159,-22,-68,20,-16.0233784113092,-72.5015268635517,16.5694980006362,"H0351_1009",116,1
11064,4098,10,"CX","SPL-s","superior parietal lobule, left, superior bank of gyrus",1270103,100,43,146,-9,-55,66,-10.3772572100729,-56.0759382400434,69.8151154724771,"H0351_1009",200,0
11065,4114,10,"CX","AnG-i","angular gyrus, left, inferior bank of gyrus",1270208,146,80,148,-55,-57,29,-50.7494921361828,-60.1190288782223,26.8155223117929,"H0351_1009",108,0
11068,4224,3,"CX","CgGf-i","cingulate gyrus, frontal part, left, inferior bank of gyrus",1265790,96,92,63,-5,28,17,-3.5001461276165,27.3800401236763,17.4592531564813,"H0351_1009",102,0
11069,4904,4,"CX","TP-i","temporal pole, left, inferior aspect",1270353,137,149,75,-46,16,-40,-45.9154103147882,12.6681354551186,-37.2490396136617,"H0351_1009",204,0
11070,4079,5,"CX","fro","frontal operculum, left",1270924,136,101,88,-45,3,8,-42.4103865297133,-4.60334150054768,12.4773676562487,"H0351_1009",114,1
11071,4187,11,"CX","Cun-str","cuneus, left, striate",1270322,109,95,159,-18,-68,14,-13.6354733538495,-70.655394317834,12.6628986279768,"H0351_1009",110,1
11072,4120,10,"CX","Pcu-s","precuneus, left, superior lateral bank of gyrus",1270788,97,60,146,-6,-55,49,-7.81292519039986,-59.2155673697406,53.0633166068635,"H0351_1009",170,0
11073,4149,10,"CX","ITG-its","inferior temporal gyrus, left, bank of the its",1270261,143,119,147,-52,-56,-10,-49.684302574935,-58.4119553757499,-5.1813195956803,"H0351_1009",134,0
11076,4045,3,"CX","orIFG","inferior frontal gyrus, orbital part, left",1265975,141,119,58,-50,33,-10,-50.1412509175571,28.9975657322289,-6.80289233567529,"H0351_1009",166,0
11077,4905,4,"CX","TP-m","temporal pole, left, medial aspect",1270352,119,152,75,-28,16,-43,-28.2377150651002,13.4541380003358,-40.2049453480134,"H0351_1009",204,0
11078,4273,5,"CX","SIG","short insular gyri, left",1270923,135,106,88,-44,3,3,-43.5576731692417,-2.33033112568406,5.75082021982686,"H0351_1009",104,1
11079,4193,11,"CX","LiG-pest","lingual gyrus, left, peristriate",1270887,110,103,160,-19,-69,6,-14.9239892965778,-73.0081208563672,3.43007256710534,"H0351_1009",110,2
11080,4121,10,"CX","Pcu-i","precuneus, left, inferior lateral bank of gyrus",1270789,102,75,146,-11,-55,34,-9.3057398103789,-62.041157933447,32.5195687673205,"H0351_1009",170,1.41421353816986
11081,4200,10,"CX","OTG-s","occipito-temporal gyrus, left, superior bank of gyrus",1270764,142,123,147,-51,-56,-14,-48.5430166305521,-58.362416530108,-9.23611483666779,"H0351_1009",134,0
11084,4024,2,"CX","SFG-l","superior frontal gyrus, left, lateral bank of gyrus",1266482,116,58,47,-25,44,51,-23.1532711466133,40.6148983499694,49.9207732563398,"H0351_1009",192,1
11085,4023,5,"CX","SFG-m","superior frontal gyrus, left, medial bank of gyrus",1270807,94,48,87,-3,4,61,-1.18727125244503,-0.731669615399984,67.408053387802,"H0351_1009",194,1
11086,4079,5,"CX","fro","frontal operculum, left",1270929,134,99,88,-43,3,10,-39.990017608222,-4.06167157241725,13.8082210578916,"H0351_1009",104,0
11087,4194,11,"CX","LiG-str","lingual gyrus, left, striate",1270325,100,110,160,-9,-69,-1,-7.98103797548078,-72.4263249774365,-4.98786427355036,"H0351_1009",136,0
11088,4230,10,"CX","CgGp-s","cingulate gyrus, parietal part, left, superior bank of gyrus",1270784,96,73,146,-5,-55,36,-4.4692966539996,-64.605373377657,37.6874894174377,"H0351_1009",170,0
11092,4030,2,"CX","MFG-s","middle frontal gyrus, left, superior bank of gyrus",1266483,132,69,46,-41,45,40,-39.0743872977095,40.2635298864023,39.6304959488745,"H0351_1009",144,1
11095,4186,11,"CX","Cun-pest","cuneus, left, peristriate",1270321,112,88,159,-21,-68,21,-15.3706328558968,-72.8880489414267,17.0707471625362,"H0351_1009",116,1.41421353816986
11096,4231,10,"CX","CgGp-i","cingulate gyrus, parietal part, left, inferior bank of gyrus",1270785,93,91,146,-2,-55,18,-0.962964915767632,-54.6894582622757,11.9026595132517,"H0351_1009",170,1
11097,4143,10,"CX","MTG-i","middle temporal gyrus, left, inferior bank of gyrus",1270696,146,97,148,-55,-57,12,-50.3619313986697,-59.4927371237733,15.3710963164775,"H0351_1009",156,0
11100,4023,4,"CX","SFG-m","superior frontal gyrus, left, medial bank of gyrus",1269855,95,43,74,-4,17,66,-1.80112153551295,12.4289378115986,67.2602024855137,"H0351_1009",194,1
11101,4030,5,"CX","MFG-s","middle frontal gyrus, left, superior bank of gyrus",1271160,129,55,87,-38,4,54,-39.7064929007598,-3.53831783725558,54.2321728133112,"H0351_1009",184,0
11103,4114,11,"CX","AnG-i","angular gyrus, left, inferior bank of gyrus",1270334,138,85,161,-47,-70,24,-40.2001974986572,-72.5361885967136,23.3312857633891,"H0351_1009",146,2
11104,4099,10,"CX","SPL-i","superior parietal lobule, left, inferior bank of gyrus",1270106,120,44,146,-29,-55,65,-26.5505596064251,-57.6112092712904,66.3413781676348,"H0351_1009",200,1
11105,4215,10,"CX","SOG-i","superior occipital gyrus, left, inferior bank of gyrus",1270705,147,109,148,-56,-57,0,-53.9769386858941,-60.5644978695062,4.86363419427332,"H0351_1009",156,1.41421353816986
11108,4223,4,"CX","CgGf-s","cingulate gyrus, frontal part, left, superior bank of gyrus",1269856,95,66,74,-4,17,43,-3.90203958472426,19.0334611013392,46.7170082561215,"H0351_1009",194,0
11109,4223,5,"CX","CgGf-s","cingulate gyrus, frontal part, left, superior bank of gyrus",1270849,99,75,86,-8,5,34,-7.62496475652261,2.75960669817981,35.5213126086686,"H0351_1009",140,1
11111,4200,11,"CX","OTG-s","occipito-temporal gyrus, left, superior bank of gyrus",1270332,141,122,162,-50,-71,-13,-49.9864573674372,-72.4614200910037,-9.68361801451332,"H0351_1009",130,0
11112,4113,10,"CX","AnG-s","angular gyrus, left, superior bank of gyrus",1269851,127,58,147,-36,-56,51,-31.3895982478061,-59.6168273508908,50.9545188300135,"H0351_1009",200,1
11113,4215,10,"CX","SOG-i","superior occipital gyrus, left, inferior bank of gyrus",1270706,149,110,148,-58,-57,-1,-55.8480100076518,-60.6130493556515,4.171370490825,"H0351_1009",156,1
11116,4224,4,"CX","CgGf-i","cingulate gyrus, frontal part, left, inferior bank of gyrus",1269857,94,85,74,-3,17,24,-3.18696282878335,17.5827569387063,23.4971814998574,"H0351_1009",140,0
11117,4224,5,"CX","CgGf-i","cingulate gyrus, frontal part, left, inferior bank of gyrus",1270850,94,84,86,-3,5,25,-1.85874972811843,4.90170638910918,24.938959632836,"H0351_1009",140,3
11119,4207,11,"CX","IOG-s","inferior occipital gyrus, left, superior bank of gyrus",1270795,152,112,162,-61,-71,-3,-57.5129421204463,-72.8222498988267,3.03389452892588,"H0351_1009",130,2.82842707633972
11120,4186,10,"CX","Cun-pest","cuneus, left, peristriate",1270777,106,92,146,-15,-55,17,-10.8264057965959,-57.9017010972833,12.369109038836,"H0351_1009",170,0
11121,4099,11,"CX","SPL-i","superior parietal lobule, left, inferior bank of gyrus",1270315,120,53,160,-29,-69,56,-29.0823237199999,-69.7238987478691,55.5014438595622,"H0351_1009",108,1
11124,4024,4,"CX","SFG-l","superior frontal gyrus, left, lateral bank of gyrus",1270065,117,50,74,-26,17,59,-25.7091747057395,11.3492730422929,58.4455479004432,"H0351_1009",144,0
11126,4098,11,"CX","SPL-s","superior parietal lobule, left, superior bank of gyrus",1270309,113,46,160,-22,-69,63,-23.2380749166572,-67.737612491336,63.8222579940182,"H0351_1009",200,1
11127,4208,11,"CX","IOG-i","inferior occipital gyrus, left, inferior bank of gyrus",1270333,143,120,162,-52,-71,-11,-52.7823691102776,-72.4083324405994,-6.95598333857526,"H0351_1009",130,0
11128,4193,10,"CX","LiG-pest","lingual gyrus, left, peristriate",1270774,122,115,147,-31,-56,-6,-28.0203536166624,-60.8268982772319,-5.46258399069911,"H0351_1009",136,0
11129,4113,11,"CX","AnG-s","angular gyrus, left, superior bank of gyrus",1270316,123,54,160,-32,-69,55,-30.6613690820492,-70.3102719777013,54.0146460949969,"H0351_1009",108,0
11132,4030,4,"CX","MFG-s","middle frontal gyrus, left, superior bank of gyrus",1270066,116,60,74,-25,17,49,-22.9480960517029,10.7295234365023,47.0966229744886,"H0351_1009",144,0
11134,4120,11,"CX","Pcu-s","precuneus, left, superior lateral bank of gyrus",1270311,97,50,159,-6,-68,59,-6.25036661717446,-66.9254565230728,61.2312864235032,"H0351_1009",170,1
11135,4214,11,"CX","SOG-s","superior occipital gyrus, left, superior bank of gyrus",1270793,143,85,161,-52,-70,24,-49.6007749471387,-74.0735357244267,21.181757982,"H0351_1009",146,0
11136,4194,10,"CX","LiG-str","lingual gyrus, left, striate",1270213,115,101,146,-24,-55,8,-19.2370400814168,-58.1984667940982,7.48270535212425,"H0351_1009",170,0
11140,4031,4,"CX","MFG-i","middle frontal gyrus, left, inferior bank of gyrus",1270067,138,57,74,-47,17,52,-45.9324129923109,9.9411193791735,48.1958268785534,"H0351_1009",184,0
11141,4013,5,"CX","PrG-sl","precentral gyrus, left, superior lateral aspect of gyrus",1270928,150,67,86,-59,5,42,-58.7346564982067,-0.783905336450598,42.0132060378761,"H0351_1009",184,0
11142,4121,11,"CX","Pcu-i","precuneus, left, inferior lateral bank of gyrus",1270312,102,79,159,-11,-68,30,-7.91391991039414,-74.125386183933,27.5490878204332,"H0351_1009",116,0
11143,4207,11,"CX","IOG-s","inferior occipital gyrus, left, superior bank of gyrus",1270796,152,110,162,-61,-71,-1,-57.6242814166447,-73.1260527446392,4.87349281204884,"H0351_1009",130,2.2360680103302
11144,4201,10,"CX","OTG-i","occipito-temporal gyrus, left, inferior bank of gyrus",1270773,125,118,147,-34,-56,-9,-31.0790319778861,-60.718597371741,-7.58809629918478,"H0351_1009",124,0
11148,4051,4,"CX","MOrG","medial orbital gyrus, left",1270348,115,135,75,-24,16,-26,-24.8709064345652,14.7535282737209,-22.2178857005708,"H0351_1009",180,0
11149,4014,5,"CX","PrG-il","precentral gyrus, left, inferior lateral aspect of gyrus",1270925,154,99,88,-63,3,10,-62.120167177579,-1.36937364042947,12.0138138904351,"H0351_1009",184,0
11150,4121,11,"CX","Pcu-i","precuneus, left, inferior lateral bank of gyrus",1270313,100,77,159,-9,-68,32,-5.84842880145687,-73.6389299971418,31.3659437939651,"H0351_1009",116,1
11151,4214,11,"CX","SOG-s","superior occipital gyrus, left, superior bank of gyrus",1270794,145,82,161,-54,-70,27,-51.327434104722,-74.1445741937291,22.5941907409386,"H0351_1009",146,0
11156,4012,5,"CX","PrG-prc","precentral gyrus, left, bank of the precentral sulcus",1270926,136,78,86,-45,5,31,-44.0666401177642,1.52075543892641,29.665686570927,"H0351_1009",184,2.2360680103302
11166,4014,7,"CX","PrG-il","precentral gyrus, left, inferior lateral aspect of gyrus",1279798,125,43,111,-34,-20,66,-32.2580407722036,-24.3647093642184,67.4917723690471,"H0351_1009",184,0
11172,4194,10,"CX","LiG-str","lingual gyrus, left, striate",1270214,117,100,146,-26,-55,9,-20.7774244610626,-58.916399228961,8.38452080343633,"H0351_1009",170,0
11174,4015,7,"CX","PrG-cs","precentral gyrus, left, bank of the central sulcus",1279795,127,64,111,-36,-20,45,-33.4670263278872,-25.6333324447911,46.6931176620975,"H0351_1009",184,1
11180,4135,5,"CX","STG-l","superior temporal gyrus, left, lateral bank of gyrus",1275916,154,116,88,-63,3,-7,-62.4516585486388,-0.260570073348603,-4.58110742801971,"H0351_1009",202,0
11181,4087,6,"CX","PoG-cs","postcentral gyrus, left, bank of the central sulcus",1280014,152,71,99,-61,-8,38,-60.8462512805024,-13.5288416444855,38.7955749795057,"H0351_1009",178,0
11182,4087,7,"CX","PoG-cs","postcentral gyrus, left, bank of the central sulcus",1279796,133,58,111,-42,-20,51,-39.8148817777306,-25.6464418188812,50.8945364035549,"H0351_1009",178,0
11189,4088,6,"CX","PoG-sl","postcentral gyrus, left, superior lateral aspect of gyrus",1279382,156,68,99,-65,-8,41,-64.1948356867861,-12.9376754397433,41.5499427877484,"H0351_1009",178,2
11190,4088,7,"CX","PoG-sl","postcentral gyrus, left, superior lateral aspect of gyrus",1279797,146,50,111,-55,-20,59,-53.2813966408316,-23.1434627079414,57.6046737089257,"H0351_1009",178,0
11197,4136,6,"CX","STG-i","superior temporal gyrus, left, inferior bank of gyrus",1279541,156,125,99,-65,-8,-16,-64.2809818062766,-10.794244490536,-13.3838005765925,"H0351_1009",156,1
11198,4087,7,"CX","PoG-cs","postcentral gyrus, left, bank of the central sulcus",1279799,133,54,111,-42,-20,55,-40.5674125405331,-23.5772729984044,54.7333720997418,"H0351_1009",184,0
11204,4178,5,"CX","PLP","planum polare, left",1275913,138,123,88,-47,3,-14,-47.3634930122386,0.796864043174743,-11.2704009259784,"H0351_1009",182,0
11206,4149,7,"CX","ITG-its","inferior temporal gyrus, left, bank of the its",1279886,141,143,110,-50,-19,-34,-49.9160040236585,-21.6432133887879,-31.7531447399229,"H0351_1009",134,1.41421353816986
11212,4178,5,"CX","PLP","planum polare, left",1275917,137,126,88,-46,3,-17,-46.3199075597771,0.698319619943991,-14.320512681015,"H0351_1009",182,0
11214,4151,7,"CX","ITG-mts","inferior temporal gyrus, left, bank of mts",1279885,144,135,110,-53,-19,-26,-52.3614967271316,-21.7555058618613,-23.5398191644868,"H0351_1009",134,2.2360680103302
11222,4158,7,"CX","FuG-its","fusiform gyrus, left, bank of the its",1279887,138,143,110,-47,-19,-34,-47.1418652836675,-21.6033246947114,-31.9254383382323,"H0351_1009",134,1
11228,4223,6,"CX","CgGf-s","cingulate gyrus, frontal part, left, superior bank of gyrus",1279331,103,77,100,-12,-9,32,-14.6042805891239,-13.9807729226034,35.3988451088086,"H0351_1009",140,2.82842707633972
11236,4224,6,"CX","CgGf-i","cingulate gyrus, frontal part, left, inferior bank of gyrus",1279332,93,84,100,-2,-9,25,-1.11393361672481,-12.3438150049905,25.369041309621,"H0351_1009",140,3
11244,4015,6,"CX","PrG-cs","precentral gyrus, left, bank of the central sulcus",1279336,120,50,100,-29,-9,59,-28.9872106457786,-14.9004289126131,60.1812427642782,"H0351_1009",184,1
11245,4013,7,"CX","PrG-sl","precentral gyrus, left, superior lateral aspect of gyrus",1279775,104,36,111,-13,-20,73,-10.5259705730011,-24.2895045216307,78.4477157264271,"H0351_1009",184,0
11254,4291,4,"CX","Acb","nucleus accumbens, left",1273712,103,117,75,-12,16,-8,-13.5886139347823,15.3520482923534,-5.1049210960037,"H0351_1009",38,0
11255,4142,7,"CX","MTG-s","middle temporal gyrus, left, superior bank of gyrus",1284161,153,121,110,-62,-19,-12,-60.9059886469667,-20.6839395009436,-7.88275653408432,"H0351_1009",156,0
11256,4151,8,"CX","ITG-mts","inferior temporal gyrus, left, bank of mts",1279509,154,129,127,-63,-36,-20,-62.9158902565436,-37.3743935197713,-15.957543173359,"H0351_1009",156,0
11257,4114,9,"CX","AnG-i","angular gyrus, left, inferior bank of gyrus",1283524,150,81,138,-59,-47,28,-54.4577743128388,-47.8944869050101,30.3201299628341,"H0351_1009",196,2.2360680103302
11261,4072,7,"CX","PCLa","paracentral lobule, anterior part, left",1280393,96,37,111,-5,-20,72,-3.92457575476647,-21.1834095186392,75.6549101566893,"H0351_1009",152,1
11262,4901,4,"CX","IRoG","inferior rostral gyrus, left",1275894,95,118,75,-4,16,-9,-4.42428956643272,16.2060975025553,-4.83456446487606,"H0351_1009",188,0
11263,4143,7,"CX","MTG-i","middle temporal gyrus, left, inferior bank of gyrus",1284160,149,128,110,-58,-19,-19,-56.6224844193263,-21.23889975139,-15.3132931494057,"H0351_1009",156,1
11264,4149,8,"CX","ITG-its","inferior temporal gyrus, left, bank of the its",1279551,145,136,127,-54,-36,-27,-53.7404180568415,-37.515074436113,-22.8961265464631,"H0351_1009",134,0
11265,4114,9,"CX","AnG-i","angular gyrus, left, inferior bank of gyrus",1283526,147,80,138,-56,-47,29,-50.9360702159785,-47.922756566296,29.8164327939785,"H0351_1009",196,3.16227769851685
11269,4186,10,"CX","Cun-pest","cuneus, left, peristriate",1270777,105,92,146,-14,-55,17,-9.69165720556875,-57.9308712172972,12.0822302444674,"H0351_1009",170,0
11270,9222,4,"CX","cc","corpus callosum",1282406,97,112,75,-6,16,-3,-7.17088556069074,15.6823223206852,-0.705740771492813,"H0351_1009",31,0
11271,4169,7,"CX","TG","transverse gyri, left",1284221,148,96,110,-57,-19,13,-55.4274710973642,-21.6697342163223,15.9700804989318,"H0351_1009",176,0
11272,4158,8,"CX","FuG-its","fusiform gyrus, left, bank of the its",1279552,137,142,127,-46,-36,-33,-45.9764880447323,-37.7575630515402,-29.5475726921686,"H0351_1009",134,3
11276,4200,10,"CX","OTG-s","occipito-temporal gyrus, left, superior bank of gyrus",1270766,140,121,147,-49,-56,-12,-45.7971325849197,-58.7133945921849,-7.57529955674117,"H0351_1009",134,0
11277,4193,10,"CX","LiG-pest","lingual gyrus, left, peristriate",1270774,123,115,147,-32,-56,-6,-28.8284663262472,-60.8090840893472,-5.32294302378264,"H0351_1009",136,0
11278,4280,4,"CX","HCd","head of caudate nucleus, left",1275919,104,100,74,-13,17,9,-13.2946409982067,13.6771794345597,11.4837608062539,"H0351_1009",38,0
11279,4088,8,"CX","PoG-sl","postcentral gyrus, left, superior lateral aspect of gyrus",1279522,129,41,126,-38,-35,68,-36.439701845097,-39.5764513360047,68.7246131894725,"H0351_1009",178,1
11280,4090,9,"CX","PoG-pcs","postcentral gyrus, left, bank of the posterior central sulcus",1283469,111,41,137,-20,-46,68,-19.7391311892795,-47.6545128446191,70.5535248434922,"H0351_1009",200,0
11281,4143,9,"CX","MTG-i","middle temporal gyrus, left, inferior bank of gyrus",1283581,149,106,137,-58,-46,3,-56.8835029503224,-50.5586700122827,8.7822807177113,"H0351_1009",156,0
11284,4142,5,"CX","MTG-s","middle temporal gyrus, left, superior bank of gyrus",1275914,145,139,88,-54,3,-30,-53.9382604997256,0.0400496699871766,-27.5676600618789,"H0351_1009",156,1.41421353816986
11286,4089,6,"CX","PoG-il","postcentral gyrus, left, inferior lateral aspect of gyrus",1280041,159,86,99,-68,-8,23,-66.4763027870725,-11.9435915195158,24.4163615746796,"H0351_1009",178,1
11287,4089,8,"CX","PoG-il","postcentral gyrus, left, inferior lateral aspect of gyrus",1279523,131,59,126,-40,-35,50,-36.2257281860364,-38.18496700643,51.4113326563184,"H0351_1009",178,0
11288,4120,9,"CX","Pcu-s","precuneus, left, superior lateral bank of gyrus",1283468,101,50,137,-10,-46,59,-10.2491778407912,-48.0648833331887,62.6407725309432,"H0351_1009",170,0
11289,4149,9,"CX","ITG-its","inferior temporal gyrus, left, bank of the its",1283603,143,126,137,-52,-46,-17,-50.4460967164651,-46.752918060778,-10.4618695200308,"H0351_1009",134,1.41421353816986
11292,4143,5,"CX","MTG-i","middle temporal gyrus, left, inferior bank of gyrus",1275915,140,145,88,-49,3,-36,-48.9412891591983,0.0777633391417076,-33.3967651048445,"H0351_1009",156,0
11293,4063,3,"CX","SCG","subcallosal cingulate gyrus, left",1266194,98,126,61,-7,30,-17,-7.2527482871094,28.277414732284,-12.1616582668009,"H0351_1009",102,0
11294,4090,6,"CX","PoG-pcs","postcentral gyrus, left, bank of the posterior central sulcus",1280039,134,89,99,-43,-8,20,-39.6982431035418,-13.3816470379488,22.1607478859973,"H0351_1009",114,1
11295,4090,8,"CX","PoG-pcs","postcentral gyrus, left, bank of the posterior central sulcus",1279524,123,70,126,-32,-35,39,-28.0471758125944,-40.1923834915853,38.647644211488,"H0351_1009",200,2.82842707633972
11296,4121,9,"CX","Pcu-i","precuneus, left, inferior lateral bank of gyrus",1283467,97,59,137,-6,-46,50,-6.51658710619282,-48.9600711735111,53.6156926007934,"H0351_1009",170,1
11297,4150,9,"CX","ITG-l","inferior temporal gyrus, left, lateral bank of gyrus",1283602,145,139,137,-54,-46,-30,-53.5864858037478,-47.2820025688959,-25.9999175158011,"H0351_1009",134,0
11300,4224,6,"CX","CgGf-i","cingulate gyrus, frontal part, left, inferior bank of gyrus",1279335,93,80,100,-2,-9,29,-1.36429525644066,-12.9648578815445,34.0904916137338,"H0351_1009",140,0
11301,4280,3,"CX","HCd","head of caudate nucleus, left",1266728,108,106,61,-17,30,3,-16.729031064413,27.5156938150427,4.67641974428869,"H0351_1009",38,3.16227769851685
11302,4135,6,"CX","STG-l","superior temporal gyrus, left, lateral bank of gyrus",1280036,158,105,99,-67,-8,4,-65.596867997398,-11.2657199843564,6.68158715862435,"H0351_1009",202,0
11303,4106,8,"CX","SMG-s","supramarginal gyrus, left, superior bank of gyrus",1279525,137,66,126,-46,-35,43,-42.1085263220056,-38.4216302218737,43.1099466957498,"H0351_1009",196,0
11304,4098,9,"CX","SPL-s","superior parietal lobule, left, superior bank of gyrus",1283487,116,57,137,-25,-46,52,-22.2572527426074,-49.5203020837599,53.4677462669247,"H0351_1009",200,3.31662487983704
11305,4151,9,"CX","ITG-mts","inferior temporal gyrus, left, bank of mts",1283601,152,128,137,-61,-46,-19,-60.4283844892749,-47.1811317674547,-14.3294093789232,"H0351_1009",134,0
11308,4013,6,"CX","PrG-sl","precentral gyrus, left, superior lateral aspect of gyrus",1279377,129,39,100,-38,-9,70,-36.8621220083414,-13.4640659087553,68.8348736328063,"H0351_1009",184,0
11309,4901,3,"CX","IRoG","inferior rostral gyrus, left",1266195,96,131,60,-5,31,-22,-5.55123727824203,29.3313111832657,-17.7145530991207,"H0351_1009",142,0
11310,4178,6,"CX","PLP","planum polare, left",1284515,150,104,99,-59,-8,5,-57.3397859046427,-11.5055276265108,8.21995500296865,"H0351_1009",208,0
11311,4107,8,"CX","SMG-i","supramarginal gyrus, left, inferior bank of gyrus",1279520,154,87,126,-63,-35,22,-59.6312178715026,-35.6889884182288,24.5455085562501,"H0351_1009",176,0
11312,4099,9,"CX","SPL-i","superior parietal lobule, left, inferior bank of gyrus",1283488,123,62,138,-32,-47,47,-27.3703998276261,-50.797603840999,46.9973312274924,"H0351_1009",200,0
11317,9222,3,"CX","cc","corpus callosum",1266197,97,105,63,-6,28,4,-4.82783117056252,27.6240264184053,5.68417736868255,"H0351_1009",102,5.47722578048706
11318,4270,6,"CX","LIG","long insular gyri, left",1280037,132,104,100,-41,-9,5,-40.0818096619608,-13.5453655442872,6.36590670881637,"H0351_1009",174,0
11319,4135,8,"CX","STG-l","superior temporal gyrus, left, lateral bank of gyrus",1283331,160,100,127,-69,-36,9,-67.2093410947741,-37.8663546653173,13.1507022686167,"H0351_1009",202,0
11320,4113,9,"CX","AnG-s","angular gyrus, left, superior bank of gyrus",1283486,135,61,138,-44,-47,48,-38.5554039461394,-49.8041225675039,46.9590567210745,"H0351_1009",196,1
